name,State,frequency,state_percentage
Baxter,OH,5,3e-05
Baxter,OK,5,0.00011
Baxter,PA,7,4e-05
Baxter,SC,31,0.00064
Baxter,TN,80,0.00113
Baxter,TX,64,0.00025
Baxter,UT,5,0.00018
Baxter,VA,5,7e-05
Baxter,WA,5,9e-05
Baxter,WV,5,0.00016
Baxton,TX,5,2e-05
Bay,CA,32,0.0001
Bay,IN,5,6e-05
Bay,NY,10,4e-05
Bay,TX,23,9e-05
Baya,CA,5,2e-05
Baya,IA,5,0.00011
Baya,IN,5,6e-05
Baya,MI,5,4e-05
Bayan,CA,63,0.00019
Bayan,FL,5,4e-05
Bayan,IL,38,0.00023
Bayan,MI,119,0.00095
Bayan,NC,6,6e-05
Bayan,NJ,5,5e-05
Bayan,NY,119,0.00046
Bayan,VA,5,7e-05
Bayard,IL,6,4e-05
Bayard,MA,6,7e-05
Bayard,NY,16,6e-05
Bayard,PA,23,0.00013
Bayardo,CA,5,2e-05
Bayla,CA,29,9e-05
Bayla,FL,5,4e-05
Bayla,GA,6,6e-05
Bayla,NC,5,5e-05
Bayla,NJ,11,0.00012
Bayla,NY,77,0.0003
Bayla,PA,5,3e-05
Bayle,TX,5,2e-05
Baylea,OK,6,0.00013
Baylea,TX,12,5e-05
Baylee,AL,649,0.01063
Baylee,AR,410,0.01139
Baylee,AZ,414,0.01027
Baylee,CA,1467,0.00443
Baylee,CO,349,0.00881
Baylee,FL,848,0.00753
Baylee,GA,740,0.00798
Baylee,HI,6,0.00059
Baylee,IA,248,0.00563
Baylee,ID,263,0.02013
Baylee,IL,576,0.00351
Baylee,IN,683,0.00868
Baylee,KS,332,0.00947
Baylee,KY,601,0.0104
Baylee,LA,563,0.00936
Baylee,MA,71,0.00087
Baylee,MD,164,0.00328
Baylee,ME,68,0.00464
Baylee,MI,612,0.00487
Baylee,MN,202,0.0033
Baylee,MO,634,0.00856
Baylee,MS,311,0.00736
Baylee,MT,88,0.00869
Baylee,NC,575,0.00605
Baylee,ND,15,0.00132
Baylee,NE,160,0.00656
Baylee,NH,18,0.00172
Baylee,NJ,32,0.00035
Baylee,NM,84,0.0047
Baylee,NV,171,0.01566
Baylee,NY,380,0.00148
Baylee,OH,1143,0.00743
Baylee,OK,802,0.01775
Baylee,OR,348,0.01157
Baylee,PA,574,0.00322
Baylee,SC,331,0.00687
Baylee,SD,31,0.00276
Baylee,TN,864,0.01225
Baylee,TX,2101,0.00833
Baylee,UT,770,0.02838
Baylee,VA,360,0.00479
Baylee,VT,5,0.00087
Baylee,WA,510,0.00954
Baylee,WI,280,0.00424
Baylee,WV,349,0.01123
Baylee,WY,30,0.00667
Baylei,MS,6,0.00014
Baylei,TX,14,6e-05
Bayleigh,AL,208,0.00341
Bayleigh,AR,54,0.0015
Bayleigh,AZ,14,0.00035
Bayleigh,CA,167,0.0005
Bayleigh,CO,5,0.00013
Bayleigh,FL,213,0.00189
Bayleigh,GA,215,0.00232
Bayleigh,IA,6,0.00014
Bayleigh,IL,78,0.00048
Bayleigh,IN,123,0.00156
Bayleigh,KS,30,0.00086
Bayleigh,KY,93,0.00161
Bayleigh,LA,163,0.00271
Bayleigh,MA,5,6e-05
Bayleigh,MD,19,0.00038
Bayleigh,ME,6,0.00041
Bayleigh,MI,95,0.00076
Bayleigh,MO,101,0.00136
Bayleigh,MS,164,0.00388
Bayleigh,NC,275,0.0029
Bayleigh,NY,69,0.00027
Bayleigh,OH,259,0.00168
Bayleigh,OK,112,0.00248
Bayleigh,OR,6,0.0002
Bayleigh,PA,94,0.00053
Bayleigh,SC,80,0.00166
Bayleigh,TN,183,0.00259
Bayleigh,TX,490,0.00194
Bayleigh,UT,5,0.00018
Bayleigh,VA,124,0.00165
Bayleigh,WA,7,0.00013
Bayleigh,WI,11,0.00017
Bayleigh,WV,29,0.00093
Baylen,AL,6,0.0001
Baylen,CA,10,3e-05
Baylen,FL,33,0.00029
Baylen,GA,17,0.00018
Baylen,IL,5,3e-05
Baylen,IN,5,6e-05
Baylen,KY,11,0.00019
Baylen,LA,99,0.00165
Baylen,TN,5,7e-05
Baylen,TX,80,0.00032
Bayler,MO,5,7e-05
Bayler,TX,21,8e-05
Bayler,UT,5,0.00018
Bayley,AR,10,0.00028
Bayley,CA,158,0.00048
Bayley,FL,34,0.0003
Bayley,GA,24,0.00026
Bayley,IL,10,6e-05
Bayley,IN,28,0.00036
Bayley,KS,23,0.00066
Bayley,KY,5,9e-05
Bayley,MI,18,0.00014
Bayley,MN,5,8e-05
Bayley,MO,5,7e-05
Bayley,NC,18,0.00019
Bayley,NY,5,2e-05
Bayley,OH,59,0.00038
Bayley,OK,12,0.00027
Bayley,PA,5,3e-05
Bayley,TN,6,9e-05
Bayley,TX,130,0.00052
Bayley,UT,5,0.00018
Bayley,WA,30,0.00056
Bayley,WI,5,8e-05
Bayli,CA,5,2e-05
Bayli,FL,6,5e-05
Bayli,IL,5,3e-05
Bayli,IN,19,0.00024
Bayli,KS,11,0.00031
Bayli,LA,14,0.00023
Bayli,MO,11,0.00015
Bayli,OH,10,7e-05
Bayli,TN,5,7e-05
Bayli,TX,94,0.00037
Bayli,UT,5,0.00018
Baylie,AL,46,0.00075
Baylie,AR,7,0.00019
Baylie,AZ,21,0.00052
Baylie,CA,237,0.00072
Baylie,CO,8,0.0002
Baylie,FL,87,0.00077
Baylie,GA,50,0.00054
Baylie,IA,22,0.0005
Baylie,ID,10,0.00077
Baylie,IL,74,0.00045
Baylie,IN,79,0.001
Baylie,KS,23,0.00066
Baylie,KY,17,0.00029
Baylie,LA,77,0.00128
Baylie,MA,5,6e-05
Baylie,MI,44,0.00035
Baylie,MO,63,0.00085
Baylie,MT,5,0.00049
Baylie,NC,8,8e-05
Baylie,NY,16,6e-05
Baylie,OH,154,0.001
Baylie,OK,75,0.00166
Baylie,OR,24,0.0008
Baylie,PA,27,0.00015
Baylie,SC,5,0.0001
Baylie,TN,48,0.00068
Baylie,TX,336,0.00133
Baylie,UT,105,0.00387
Baylie,VA,5,7e-05
Baylie,WA,45,0.00084
Baylie,WI,10,0.00015
Baylin,FL,5,4e-05
Baylon,GA,5,5e-05
Baylon,LA,5,8e-05
Baylor,AL,586,0.0096
Baylor,AR,288,0.008
Baylor,AZ,65,0.00161
Baylor,CA,176,0.00053
Baylor,CO,83,0.0021
Baylor,CT,5,0.00014
Baylor,FL,306,0.00272
Baylor,GA,540,0.00582
Baylor,IA,242,0.00549
Baylor,ID,73,0.00559
Baylor,IL,207,0.00126
Baylor,IN,281,0.00357
Baylor,KS,193,0.00551
Baylor,KY,271,0.00469
Baylor,LA,556,0.00925
Baylor,MD,23,0.00046
Baylor,ME,5,0.00034
Baylor,MI,156,0.00124
Baylor,MN,149,0.00244
Baylor,MO,412,0.00557
Baylor,MS,270,0.00639
Baylor,MT,15,0.00148
Baylor,NC,315,0.00332
Baylor,ND,28,0.00247
Baylor,NE,201,0.00824
Baylor,NY,22,9e-05
Baylor,OH,420,0.00273
Baylor,OK,505,0.01118
Baylor,OR,29,0.00096
Baylor,PA,96,0.00054
Baylor,SC,195,0.00405
Baylor,SD,62,0.00552
Baylor,TN,696,0.00987
Baylor,TX,989,0.00392
Baylor,UT,260,0.00958
Baylor,VA,212,0.00282
Baylor,WA,144,0.00269
Baylor,WI,117,0.00177
Baylor,WV,50,0.00161
Bayne,CA,7,2e-05
Bayne,OH,12,8e-05
Bayne,PA,10,6e-05
Bayne,TX,14,6e-05
Bayron,AZ,7,0.00017
Bayron,CA,244,0.00074
Bayron,FL,65,0.00058
Bayron,GA,10,0.00011
Bayron,IL,20,0.00012
Bayron,NC,24,0.00025
Bayron,NJ,29,0.00032
Bayron,NY,112,0.00044
Bayron,TX,270,0.00107
Bayron,VA,5,7e-05
Bayyinah,NJ,5,5e-05
Bb,AR,31,0.00086
Bea,CA,127,0.00038
Bea,FL,5,4e-05
Bea,GA,5,5e-05
Bea,IL,19,0.00012
Bea,NY,55,0.00021
Bea,OH,7,5e-05
Bea,TX,27,0.00011
Beadie,GA,8,9e-05
Beadie,NC,23,0.00024
Beanna,TX,5,2e-05
Bear,AL,14,0.00023
Bear,AR,40,0.00111
Bear,AZ,65,0.00161
Bear,CA,356,0.00108
Bear,CO,101,0.00255
Bear,CT,6,0.00016
Bear,FL,136,0.00121
Bear,GA,67,0.00072
Bear,IA,16,0.00036
Bear,ID,13,0.001
Bear,IL,58,0.00035
Bear,IN,39,0.0005
Bear,KS,10,0.00029
Bear,KY,24,0.00042
Bear,LA,11,0.00018
Bear,MA,6,7e-05
Bear,MI,42,0.00033
Bear,MN,37,0.0006
Bear,MO,42,0.00057
Bear,NC,74,0.00078
Bear,NE,5,0.0002
Bear,NJ,6,7e-05
Bear,NV,11,0.00101
Bear,NY,62,0.00024
Bear,OH,93,0.0006
Bear,OK,65,0.00144
Bear,OR,46,0.00153
Bear,PA,62,0.00035
Bear,SC,27,0.00056
Bear,TN,67,0.00095
Bear,TX,287,0.00114
Bear,UT,63,0.00232
Bear,VA,48,0.00064
Bear,WA,76,0.00142
Bear,WI,17,0.00026
Bearett,CA,10,3e-05
Beata,IL,123,0.00075
Beata,MN,5,8e-05
Beata,NY,5,2e-05
Beatrice,AK,17,0.00368
Beatrice,AL,4365,0.07151
Beatrice,AR,2898,0.0805
Beatrice,AZ,1219,0.03024
Beatrice,CA,8127,0.02455
Beatrice,CO,1259,0.03179
Beatrice,CT,2253,0.06184
Beatrice,DC,765,0.05123
Beatrice,DE,351,0.05173
Beatrice,FL,3040,0.02699
Beatrice,GA,5087,0.05486
Beatrice,HI,1020,0.0997
Beatrice,IA,1117,0.02536
Beatrice,ID,270,0.02067
Beatrice,IL,5866,0.03579
Beatrice,IN,2044,0.02598
Beatrice,KS,916,0.02613
Beatrice,KY,3427,0.05931
Beatrice,LA,4870,0.08099
Beatrice,MA,6279,0.07693
Beatrice,MD,2297,0.04591
Beatrice,ME,1477,0.10076
Beatrice,MI,6350,0.05051
Beatrice,MN,2625,0.04291
Beatrice,MO,2529,0.03416
Beatrice,MS,4683,0.11089
Beatrice,MT,326,0.03219
Beatrice,NC,5884,0.06194
Beatrice,ND,728,0.06425
Beatrice,NE,346,0.01418
Beatrice,NH,929,0.089
Beatrice,NJ,5219,0.05693
Beatrice,NM,1527,0.08548
Beatrice,NV,10,0.00092
Beatrice,NY,20871,0.08131
Beatrice,OH,5967,0.0388
Beatrice,OK,2310,0.05113
Beatrice,OR,640,0.02128
Beatrice,PA,11538,0.06469
Beatrice,RI,1203,0.09886
Beatrice,SC,4052,0.08409
Beatrice,SD,326,0.02901
Beatrice,TN,3335,0.04728
Beatrice,TX,11697,0.04639
Beatrice,UT,353,0.01301
Beatrice,VA,4728,0.06284
Beatrice,VT,677,0.11796
Beatrice,WA,1295,0.02424
Beatrice,WI,3618,0.05473
Beatrice,WV,2200,0.07082
Beatrice,WY,72,0.016
Beatris,CA,373,0.00113
Beatris,IL,5,3e-05
Beatris,TX,163,0.00065
Beatrix,AZ,20,0.0005
Beatrix,CA,453,0.00137
Beatrix,CO,65,0.00164
Beatrix,DC,12,0.0008
Beatrix,FL,65,0.00058
Beatrix,GA,19,0.0002
Beatrix,IL,163,0.00099
Beatrix,IN,24,0.00031
Beatrix,KS,6,0.00017
Beatrix,KY,12,0.00021
Beatrix,MA,94,0.00115
Beatrix,MD,44,0.00088
Beatrix,ME,5,0.00034
Beatrix,MI,57,0.00045
Beatrix,MN,85,0.00139
Beatrix,MO,32,0.00043
Beatrix,NC,30,0.00032
Beatrix,NE,5,0.0002
Beatrix,NH,5,0.00048
Beatrix,NJ,20,0.00022
Beatrix,NY,293,0.00114
Beatrix,OH,74,0.00048
Beatrix,OK,6,0.00013
Beatrix,OR,99,0.00329
Beatrix,PA,109,0.00061
Beatrix,TN,5,7e-05
Beatrix,TX,170,0.00067
Beatrix,UT,5,0.00018
Beatrix,VA,73,0.00097
Beatrix,WA,128,0.0024
Beatrix,WI,48,0.00073
Beatriz,AZ,414,0.01027
Beatriz,CA,6017,0.01818
Beatriz,CO,40,0.00101
Beatriz,CT,24,0.00066
Beatriz,DC,5,0.00033
Beatriz,FL,1053,0.00935
Beatriz,GA,75,0.00081
Beatriz,IL,802,0.00489
Beatriz,MA,245,0.003
Beatriz,MD,15,0.0003
Beatriz,MI,12,0.0001
Beatriz,NC,111,0.00117
Beatriz,NJ,416,0.00454
Beatriz,NM,10,0.00056
Beatriz,NV,57,0.00522
Beatriz,NY,1131,0.00441
Beatriz,OK,5,0.00011
Beatriz,OR,49,0.00163
Beatriz,PA,21,0.00012
Beatriz,TN,5,7e-05
Beatriz,TX,4766,0.0189
Beatriz,UT,10,0.00037
Beatriz,VA,26,0.00035
Beatriz,WA,123,0.0023
Beatriz,WI,10,0.00015
Beau,AK,138,0.02991
Beau,AL,784,0.01284
Beau,AR,946,0.02628
Beau,AZ,1165,0.0289
Beau,CA,5537,0.01673
Beau,CO,1383,0.03492
Beau,CT,266,0.0073
Beau,DC,30,0.00201
Beau,DE,91,0.01341
Beau,FL,2416,0.02145
Beau,GA,1674,0.01805
Beau,HI,161,0.01574
Beau,IA,1354,0.03074
Beau,ID,703,0.05382
Beau,IL,2043,0.01247
Beau,IN,1697,0.02157
Beau,KS,1065,0.03038
Beau,KY,1007,0.01743
Beau,LA,2252,0.03745
Beau,MA,630,0.00772
Beau,MD,499,0.00997
Beau,ME,176,0.01201
Beau,MI,1757,0.01398
Beau,MN,1886,0.03083
Beau,MO,1708,0.02307
Beau,MS,527,0.01248
Beau,MT,561,0.0554
Beau,NC,1186,0.01249
Beau,ND,391,0.03451
Beau,NE,832,0.03409
Beau,NH,144,0.0138
Beau,NJ,562,0.00613
Beau,NM,277,0.01551
Beau,NV,491,0.04496
Beau,NY,1319,0.00514
Beau,OH,2569,0.0167
Beau,OK,1269,0.02809
Beau,OR,1012,0.03365
Beau,PA,2062,0.01156
Beau,RI,46,0.00378
Beau,SC,401,0.00832
Beau,SD,372,0.0331
Beau,TN,1481,0.021
Beau,TX,5176,0.02053
Beau,UT,1418,0.05227
Beau,VA,925,0.01229
Beau,VT,53,0.00923
Beau,WA,1883,0.03524
Beau,WI,1630,0.02466
Beau,WV,318,0.01024
Beau,WY,215,0.04777
Beauden,CA,45,0.00014
Beauden,CO,8,0.0002
Beauden,FL,5,4e-05
Beauden,IL,5,3e-05
Beauden,KY,5,9e-05
Beauden,MN,5,8e-05
Beauden,NC,7,7e-05
Beauden,NY,6,2e-05
Beauden,OH,16,0.0001
Beauden,OR,6,0.0002
Beauden,PA,10,6e-05
Beauden,TN,7,0.0001
Beauden,TX,15,6e-05
Beauden,WA,5,9e-05
Beauford,GA,5,5e-05
Beauford,NC,24,0.00025
Beauford,OK,5,0.00011
Beauford,SC,6,0.00012
Beauford,TX,63,0.00025
Beaufort,SC,10,0.00021
Beaulah,AL,11,0.00018
Beaulah,AR,5,0.00014
Beaulah,FL,5,4e-05
Beaulah,GA,5,5e-05
Beaulah,KY,13,0.00023
Beaulah,LA,103,0.00171
Beaulah,MO,21,0.00028
Beaulah,NC,161,0.00169
Beaulah,OH,5,3e-05
Beaulah,OK,28,0.00062
Beaulah,SC,87,0.00181
Beaulah,TN,10,0.00014
Beaulah,TX,113,0.00045
Beaulah,VA,17,0.00023
Beaulah,WV,10,0.00032
Beaumont,CA,10,3e-05
Beauregard,CA,26,8e-05
Beauregard,MI,7,6e-05
Beauregard,OH,5,3e-05
Beauregard,TX,5,2e-05
Beautiful,CA,110,0.00033
Beautiful,FL,14,0.00012
Beautiful,GA,18,0.00019
Beautiful,IL,6,4e-05
Beautiful,NC,10,0.00011
Beautiful,NJ,5,5e-05
Beautiful,NY,13,5e-05
Beautiful,OH,44,0.00029
Beautiful,SC,5,0.0001
Beautiful,TX,65,0.00026
Beauton,TN,5,7e-05
Beauty,CA,7,2e-05
Beauty,FL,5,4e-05
Beauty,GA,10,0.00011
Beauty,MS,5,0.00012
Beaux,AL,15,0.00025
Beaux,AR,22,0.00061
Beaux,AZ,23,0.00057
Beaux,CA,110,0.00033
Beaux,FL,33,0.00029
Beaux,GA,50,0.00054
Beaux,IL,5,3e-05
Beaux,KY,5,9e-05
Beaux,LA,382,0.00635
Beaux,MI,10,8e-05
Beaux,MO,20,0.00027
Beaux,MS,44,0.00104
Beaux,NC,5,5e-05
Beaux,NY,5,2e-05
Beaux,OH,14,9e-05
Beaux,OK,11,0.00024
Beaux,OR,5,0.00017
Beaux,PA,11,6e-05
Beaux,TN,28,0.0004
Beaux,TX,517,0.00205
Beaux,VA,5,7e-05
Beaux,WA,10,0.00019
Bebe,AL,15,0.00025
Bebe,CA,31,9e-05
Bebe,GA,25,0.00027
Bebe,NY,50,0.00019
Bebe,PA,17,0.0001
Bebe,TX,64,0.00025
Becca,CA,104,0.00031
Becca,FL,17,0.00015
Becca,GA,10,0.00011
Becca,IA,46,0.00104
Becca,IL,61,0.00037
Becca,IN,74,0.00094
Becca,KS,5,0.00014
Becca,MA,5,6e-05
Becca,MI,62,0.00049
Becca,MN,56,0.00092
Becca,MO,25,0.00034
Becca,NC,6,6e-05
Becca,NE,10,0.00041
Becca,NY,34,0.00013
Becca,OH,158,0.00103
Becca,OK,7,0.00015
Becca,PA,127,0.00071
Becca,TN,10,0.00014
Becca,TX,151,0.0006
Becca,UT,5,0.00018
Becca,WI,28,0.00042
Beck,AZ,36,0.00089
Beck,CA,350,0.00106
Beck,CO,118,0.00298
Beck,FL,81,0.00072
Beck,GA,36,0.00039
Beck,IA,19,0.00043
Beck,ID,21,0.00161
Beck,IL,76,0.00046
Beck,IN,68,0.00086
Beck,KS,11,0.00031
Beck,KY,13,0.00023
Beck,LA,12,0.0002
Beck,MI,65,0.00052
Beck,MN,104,0.0017
Beck,MO,31,0.00042
Beck,NC,71,0.00075
Beck,NE,5,0.0002
Beck,NJ,5,5e-05
Beck,NY,24,9e-05
Beck,OH,65,0.00042
Beck,OK,28,0.00062
Beck,OR,19,0.00063
Beck,PA,49,0.00027
Beck,TN,29,0.00041
Beck,TX,352,0.0014
Beck,UT,271,0.00999
Beck,VA,30,0.0004
Beck,WA,56,0.00105
Beck,WI,24,0.00036
Beckam,CA,34,0.0001
Beckam,FL,5,4e-05
Beckam,ID,7,0.00054
Beckam,IL,5,3e-05
Beckam,IN,10,0.00013
Beckam,MI,5,4e-05
Beckam,MO,5,7e-05
Beckam,NE,11,0.00045
Beckam,OH,6,4e-05
Beckam,OK,5,0.00011
Beckam,TX,27,0.00011
Beckam,UT,129,0.00476
Beckam,VA,5,7e-05
Beckem,UT,6,0.00022
Becker,CA,28,8e-05
Becker,TX,15,6e-05
Becket,CA,5,2e-05
Becket,TX,15,6e-05
Beckett,AK,35,0.00759
Beckett,AL,324,0.00531
Beckett,AR,510,0.01417
Beckett,AZ,474,0.01176
Beckett,CA,1543,0.00466
Beckett,CO,680,0.01717
Beckett,CT,193,0.0053
Beckett,DC,37,0.00248
Beckett,DE,28,0.00413
Beckett,FL,896,0.00796
Beckett,GA,791,0.00853
Beckett,HI,5,0.00049
Beckett,IA,692,0.01571
Beckett,ID,243,0.0186
Beckett,IL,1040,0.00635
Beckett,IN,913,0.01161
Beckett,KS,569,0.01623
Beckett,KY,416,0.0072
Beckett,LA,385,0.0064
Beckett,MA,471,0.00577
Beckett,MD,335,0.0067
Beckett,ME,174,0.01187
Beckett,MI,889,0.00707
Beckett,MN,1016,0.01661
Beckett,MO,913,0.01233
Beckett,MS,174,0.00412
Beckett,MT,94,0.00928
Beckett,NC,899,0.00946
Beckett,ND,244,0.02153
Beckett,NE,459,0.01881
Beckett,NH,184,0.01763
Beckett,NJ,229,0.0025
Beckett,NM,16,0.0009
Beckett,NV,91,0.00833
Beckett,NY,692,0.0027
Beckett,OH,1399,0.0091
Beckett,OK,459,0.01016
Beckett,OR,315,0.01047
Beckett,PA,803,0.0045
Beckett,RI,54,0.00444
Beckett,SC,339,0.00703
Beckett,SD,220,0.01958
Beckett,TN,717,0.01016
Beckett,TX,2260,0.00896
Beckett,UT,678,0.02499
Beckett,VA,612,0.00813
Beckett,VT,51,0.00889
Beckett,WA,684,0.0128
Beckett,WI,910,0.01376
Beckett,WV,124,0.00399
Beckett,WY,24,0.00533
Beckey,TX,25,0.0001
Beckham,AK,7,0.00152
Beckham,AL,266,0.00436
Beckham,AR,265,0.00736
Beckham,AZ,450,0.01116
Beckham,CA,1056,0.00319
Beckham,CO,311,0.00785
Beckham,CT,74,0.00203
Beckham,DE,5,0.00074
Beckham,FL,709,0.00629
Beckham,GA,561,0.00605
Beckham,HI,5,0.00049
Beckham,IA,329,0.00747
Beckham,ID,265,0.02029
Beckham,IL,600,0.00366
Beckham,IN,675,0.00858
Beckham,KS,311,0.00887
Beckham,KY,411,0.00711
Beckham,LA,495,0.00823
Beckham,MA,158,0.00194
Beckham,MD,135,0.0027
Beckham,ME,37,0.00252
Beckham,MI,590,0.00469
Beckham,MN,402,0.00657
Beckham,MO,590,0.00797
Beckham,MS,150,0.00355
Beckham,MT,23,0.00227
Beckham,NC,590,0.00621
Beckham,ND,82,0.00724
Beckham,NE,249,0.0102
Beckham,NH,49,0.00469
Beckham,NJ,118,0.00129
Beckham,NM,18,0.00101
Beckham,NV,98,0.00897
Beckham,NY,290,0.00113
Beckham,OH,866,0.00563
Beckham,OK,427,0.00945
Beckham,OR,195,0.00648
Beckham,PA,417,0.00234
Beckham,SC,290,0.00602
Beckham,SD,107,0.00952
Beckham,TN,555,0.00787
Beckham,TX,1684,0.00668
Beckham,UT,1271,0.04685
Beckham,VA,251,0.00334
Beckham,VT,5,0.00087
Beckham,WA,389,0.00728
Beckham,WI,424,0.00641
Beckham,WV,95,0.00306
Beckham,WY,5,0.00111
Becki,AZ,5,0.00012
Becki,CA,192,0.00058
Becki,FL,5,4e-05
Becki,IA,17,0.00039
Becki,IL,79,0.00048
Becki,IN,16,0.0002
Becki,KS,5,0.00014
Becki,MI,109,0.00087
Becki,MN,29,0.00047
Becki,MO,12,0.00016
Becki,NE,10,0.00041
Becki,NY,27,0.00011
Becki,OH,86,0.00056
Becki,OK,6,0.00013
Becki,OR,24,0.0008
Becki,PA,28,0.00016
Becki,TX,96,0.00038
Becki,WA,46,0.00086
Becki,WI,35,0.00053
Beckie,AR,6,0.00017
Beckie,CA,205,0.00062
Beckie,CO,17,0.00043
Beckie,IA,6,0.00014
Beckie,IL,48,0.00029
Beckie,IN,31,0.00039
Beckie,LA,6,0.0001
Beckie,MI,68,0.00054
Beckie,MN,5,8e-05
Beckie,MO,28,0.00038
Beckie,NC,5,5e-05
Beckie,NE,5,0.0002
Beckie,NY,12,5e-05
Beckie,OH,95,0.00062
Beckie,OR,5,0.00017
Beckie,PA,18,0.0001
Beckie,TX,190,0.00075
Beckie,UT,9,0.00033
Beckie,WA,5,9e-05
Beckie,WI,10,0.00015
Beckley,NC,5,5e-05
Becky,AK,82,0.01777
Becky,AL,1335,0.02187
Becky,AR,1371,0.03808
Becky,AZ,928,0.02302
Becky,CA,6888,0.02081
Becky,CO,1355,0.03421
Becky,CT,206,0.00565
Becky,DC,106,0.0071
Becky,DE,24,0.00354
Becky,FL,1655,0.01469
Becky,GA,1977,0.02132
Becky,HI,63,0.00616
Becky,IA,2931,0.06655
Becky,ID,894,0.06844
Becky,IL,4320,0.02636
Becky,IN,3454,0.04391
Becky,KS,1670,0.04764
Becky,KY,1411,0.02442
Becky,LA,1412,0.02348
Becky,MA,502,0.00615
Becky,MD,464,0.00927
Becky,ME,357,0.02435
Becky,MI,3774,0.03002
Becky,MN,2927,0.04785
Becky,MO,2865,0.0387
Becky,MS,802,0.01899
Becky,MT,519,0.05125
Becky,NC,2183,0.02298
Becky,ND,557,0.04916
Becky,NE,1182,0.04843
Becky,NH,125,0.01198
Becky,NJ,320,0.00349
Becky,NM,641,0.03588
Becky,NV,104,0.00952
Becky,NY,2124,0.00827
Becky,OH,5809,0.03777
Becky,OK,1651,0.03654
Becky,OR,1414,0.04701
Becky,PA,2978,0.0167
Becky,RI,38,0.00312
Becky,SC,822,0.01706
Becky,SD,636,0.05659
Becky,TN,1852,0.02626
Becky,TX,7705,0.03056
Becky,UT,1655,0.06101
Becky,VA,1292,0.01717
Becky,VT,102,0.01777
Becky,WA,2002,0.03747
Becky,WI,2738,0.04142
Becky,WV,900,0.02897
Becky,WY,292,0.06488
Beddie,GA,5,5e-05
Bedelia,CA,5,2e-05
Bedford,AL,8,0.00013
Bedford,KY,15,0.00026
Bedford,MS,11,0.00026
Bedford,OK,6,0.00013
Bedford,TN,99,0.0014
Bedford,TX,8,3e-05
Bedie,NC,5,5e-05
Bee,CA,240,0.00072
Bee,KY,5,9e-05
Bee,MN,48,0.00078
Bee,WI,73,0.0011
Beecher,GA,5,5e-05
Beecher,IN,5,6e-05
Beecher,KY,100,0.00173
Beecher,ME,6,0.00041
Beecher,TN,132,0.00187
Beecher,VA,5,7e-05
Behr,TX,5,2e-05
Behruz,NY,6,2e-05
Beija,TX,6,2e-05
Beila,NY,26,0.0001
Beily,NY,6,2e-05
Bejamin,CA,24,7e-05
Bejamin,MI,5,4e-05
Bejan,CA,6,2e-05
Bekim,NY,22,9e-05
Bela,CA,102,0.00031
Bela,FL,5,4e-05
Bela,NY,15,6e-05
Bela,TX,16,6e-05
Belal,CA,44,0.00013
Belal,IL,5,3e-05
Belal,MI,18,0.00014
Belal,NY,5,2e-05
Belanna,CA,5,2e-05
Belem,CA,35,0.00011
Belem,TX,20,8e-05
Belen,AL,10,0.00016
Belen,AZ,466,0.01156
Belen,CA,4263,0.01288
Belen,CO,122,0.00308
Belen,FL,451,0.004
Belen,GA,192,0.00207
Belen,IA,5,0.00011
Belen,IL,379,0.00231
Belen,IN,18,0.00023
Belen,KS,6,0.00017
Belen,LA,5,8e-05
Belen,MA,12,0.00015
Belen,MD,112,0.00224
Belen,MI,17,0.00014
Belen,MN,10,0.00016
Belen,NC,217,0.00228
Belen,NE,5,0.0002
Belen,NJ,172,0.00188
Belen,NM,17,0.00095
Belen,NV,93,0.00852
Belen,NY,295,0.00115
Belen,OH,24,0.00016
Belen,OK,10,0.00022
Belen,OR,87,0.00289
Belen,PA,32,0.00018
Belen,SC,5,0.0001
Belen,TN,28,0.0004
Belen,TX,2280,0.00904
Belen,UT,26,0.00096
Belen,VA,137,0.00182
Belen,WA,237,0.00444
Belen,WI,10,0.00015
Belia,AZ,49,0.00122
Belia,CA,230,0.00069
Belia,TX,1178,0.00467
Belicia,CA,58,0.00018
Belicia,TX,65,0.00026
Belicia,WA,5,9e-05
Belina,CA,6,2e-05
Belinda,AK,17,0.00368
Belinda,AL,2751,0.04507
Belinda,AR,1126,0.03128
Belinda,AZ,696,0.01727
Belinda,CA,6923,0.02091
Belinda,CO,447,0.01129
Belinda,CT,328,0.009
Belinda,DC,467,0.03128
Belinda,DE,68,0.01002
Belinda,FL,3172,0.02816
Belinda,GA,2920,0.03149
Belinda,HI,104,0.01017
Belinda,IA,399,0.00906
Belinda,ID,74,0.00567
Belinda,IL,2888,0.01762
Belinda,IN,1662,0.02113
Belinda,KS,654,0.01866
Belinda,KY,1732,0.02998
Belinda,LA,2328,0.03871
Belinda,MA,522,0.0064
Belinda,MD,960,0.01919
Belinda,ME,412,0.02811
Belinda,MI,1862,0.01481
Belinda,MN,368,0.00602
Belinda,MO,1429,0.0193
Belinda,MS,1641,0.03886
Belinda,MT,47,0.00464
Belinda,NC,3015,0.03174
Belinda,ND,54,0.00477
Belinda,NE,166,0.0068
Belinda,NH,74,0.00709
Belinda,NJ,1016,0.01108
Belinda,NM,523,0.02928
Belinda,NV,74,0.00678
Belinda,NY,3504,0.01365
Belinda,OH,2931,0.01906
Belinda,OK,936,0.02072
Belinda,OR,343,0.0114
Belinda,PA,1848,0.01036
