name,sex,frequency,year,percentage,rank,overall_rank,overall_percentage
John,M,9655,1880,8.7383,1,1,4.8148
William,M,9532,1880,8.627,2,2,4.7458
Mary,F,7065,1880,7.7642,1,3,3.5199
James,M,5927,1880,5.3643,3,4,2.9526
Charles,M,5348,1880,4.8403,4,5,2.6598
George,M,5126,1880,4.6393,5,6,2.557
Anna,F,2604,1880,2.8617,2,9,1.2984
Emma,F,2003,1880,2.2012,3,15,0.9991
Elizabeth,F,1939,1880,2.1309,4,16,0.9668
Minnie,F,1746,1880,1.9188,5,18,0.871
John,F,46,1880,0.0506,229,1,4.8148
William,F,30,1880,0.033,287,2,4.7458
Mary,M,27,1880,0.0244,332,3,3.5199
James,F,22,1880,0.0242,344,4,2.9526
Charles,F,11,1880,0.0121,520,5,2.6598
John,M,8768,1881,8.704,1,1,4.5639
William,M,8524,1881,8.4618,2,2,4.4393
Mary,F,6919,1881,7.5245,1,3,3.6058
James,M,5441,1881,5.4013,3,4,2.8362
George,M,4664,1881,4.63,4,5,2.4361
Charles,M,4636,1881,4.6022,5,6,2.4148
Anna,F,2698,1881,2.9341,2,8,1.4085
Emma,F,2034,1881,2.212,3,14,1.0603
Elizabeth,F,1852,1881,2.0141,4,16,0.9611
Margaret,F,1658,1881,1.8031,5,18,0.8651
George,F,30,1881,0.0326,286,5,2.4361
William,F,30,1881,0.0326,289,2,4.4393
Mary,M,29,1881,0.0288,301,3,3.6058
John,F,26,1881,0.0283,313,1,4.5639
James,F,24,1881,0.0261,330,4,2.8362
John,M,9557,1882,8.4065,1,1,4.3321
William,M,9298,1882,8.1787,2,2,4.2111
Mary,F,8148,1882,7.5551,1,3,3.6915
James,M,5892,1882,5.1827,3,4,2.6678
George,M,5193,1882,4.5678,4,5,2.3586
Charles,M,5091,1882,4.4781,5,6,2.3085
Anna,F,3143,1882,2.9143,2,8,1.4188
Emma,F,2303,1882,2.1354,3,14,1.0427
Elizabeth,F,2186,1882,2.0269,4,16,0.9899
Minnie,F,2004,1882,1.8582,5,17,0.9091
John,F,40,1882,0.0371,278,1,4.3321
George,F,32,1882,0.0297,314,5,2.3586
William,F,31,1882,0.0287,322,2,4.2111
Mary,M,30,1882,0.0264,314,3,3.6915
James,F,18,1882,0.0167,438,4,2.6678
John,M,8894,1883,8.5008,1,1,4.1181
William,M,8387,1883,8.0162,2,2,3.8844
Mary,F,8012,1883,7.1331,1,3,3.7078
James,M,5223,1883,4.9921,3,4,2.419
Charles,M,4826,1883,4.6127,4,5,2.2328
George,M,4736,1883,4.5266,5,6,2.1932
Anna,F,3306,1883,2.9433,2,7,1.5313
Emma,F,2367,1883,2.1074,3,11,1.0943
Elizabeth,F,2255,1883,2.0076,4,14,1.0454
Minnie,F,2035,1883,1.8118,5,17,0.9445
John,F,40,1883,0.0356,279,1,4.1181
William,F,40,1883,0.0356,281,2,3.8844
Mary,M,32,1883,0.0306,292,3,3.7078
James,F,25,1883,0.0223,367,4,2.419
Charles,F,18,1883,0.016,452,5,2.2328
John,M,9388,1884,8.2033,1,1,3.8725
Mary,F,9217,1884,7.1439,1,2,3.8006
William,M,8897,1884,7.7742,2,3,3.6683
James,M,5693,1884,4.9746,3,4,2.3519
George,M,4961,1884,4.3349,4,5,2.0541
Charles,M,4802,1884,4.196,5,6,1.9802
Anna,F,3860,1884,2.9918,2,7,1.5937
Emma,F,2587,1884,2.0051,3,10,1.0663
Elizabeth,F,2549,1884,1.9757,4,12,1.0536
Minnie,F,2243,1884,1.7385,5,17,0.9213
George,F,40,1884,0.031,307,5,2.0541
John,F,40,1884,0.031,309,1,3.8725
Mary,M,36,1884,0.0315,293,2,3.8006
William,F,34,1884,0.0264,340,3,3.6683
James,F,33,1884,0.0256,343,4,2.3519
Mary,F,9128,1885,6.8603,1,1,3.8056
John,M,8756,1885,8.1225,1,2,3.6541
William,M,8044,1885,7.462,2,3,3.3535
James,M,5175,1885,4.8006,3,4,2.1594
George,M,4674,1885,4.3358,4,5,1.9526
Charles,M,4599,1885,4.2663,5,6,1.9194
Anna,F,3994,1885,3.0018,2,7,1.6666
Emma,F,2728,1885,2.0503,3,9,1.1384
Elizabeth,F,2582,1885,1.9406,4,10,1.0758
Margaret,F,2204,1885,1.6565,5,16,0.9196
John,F,45,1885,0.0338,297,2,3.6541
Mary,M,38,1885,0.0353,271,1,3.8056
William,F,33,1885,0.0248,353,3,3.3535
George,F,29,1885,0.0218,384,5,1.9526
James,F,26,1885,0.0195,408,4,2.1594
Mary,F,9889,1886,6.842,1,1,3.8858
John,M,9026,1886,8.1475,1,2,3.554
William,M,8252,1886,7.4488,2,3,3.2458
James,M,5355,1886,4.8338,3,4,2.1088
George,M,4671,1886,4.2164,4,5,1.8444
Charles,M,4533,1886,4.0918,5,6,1.7841
Anna,F,4283,1886,2.9633,2,7,1.6834
Emma,F,2764,1886,1.9124,3,9,1.0869
Elizabeth,F,2680,1886,1.8542,4,10,1.054
Minnie,F,2372,1886,1.6411,5,14,0.9322
John,F,48,1886,0.0332,300,2,3.554
George,F,38,1886,0.0263,349,5,1.8444
William,F,35,1886,0.0242,364,3,3.2458
Mary,M,32,1886,0.0289,305,1,3.8858
James,F,29,1886,0.0201,403,4,2.1088
Mary,F,9888,1887,6.7735,1,1,4.0159
John,M,8110,1887,7.9972,1,2,3.3008
William,M,7470,1887,7.3661,2,3,3.0373
James,M,4768,1887,4.7017,3,4,1.935
George,M,4284,1887,4.2244,4,5,1.7454
Anna,F,4227,1887,2.8956,2,6,1.7139
Charles,M,4031,1887,3.9749,5,7,1.6427
Elizabeth,F,2681,1887,1.8365,3,9,1.0894
Emma,F,2647,1887,1.8132,4,10,1.0756
Margaret,F,2419,1887,1.6571,5,12,0.9831
John,F,56,1887,0.0384,286,2,3.3008
Mary,M,47,1887,0.0463,237,1,4.0159
William,F,44,1887,0.0301,323,3,3.0373
George,F,34,1887,0.0233,369,5,1.7454
James,F,19,1887,0.013,518,4,1.935
Mary,F,11754,1888,6.5804,1,1,3.9416
John,M,9247,1888,7.6515,1,2,3.1051
William,M,8705,1888,7.203,2,3,2.9208
James,M,5562,1888,4.6023,3,4,1.8723
Anna,F,4982,1888,2.7891,2,5,1.6723
George,M,4912,1888,4.0645,4,6,1.6522
Charles,M,4591,1888,3.7989,5,7,1.5424
Elizabeth,F,3224,1888,1.8049,3,9,1.0806
Emma,F,3087,1888,1.7282,4,10,1.0365
Margaret,F,2904,1888,1.6258,5,12,0.9734
John,F,52,1888,0.0291,333,2,3.1051
Mary,M,50,1888,0.0414,248,1,3.9416
James,F,45,1888,0.0252,359,4,1.8723
William,F,42,1888,0.0235,371,3,2.9208
Anna,M,26,1888,0.0215,360,5,1.6723
Mary,F,11648,1889,6.5304,1,1,4.0454
John,M,8548,1889,7.7302,1,2,2.9763
William,M,7772,1889,7.0284,2,3,2.7057
Anna,F,5062,1889,2.838,2,4,1.7598
James,M,5020,1889,4.5397,3,5,1.7463
George,M,4430,1889,4.0061,4,6,1.5477
Charles,M,4199,1889,3.7973,5,7,1.4629
Elizabeth,F,3058,1889,1.7145,3,8,1.0639
Margaret,F,2917,1889,1.6354,4,10,1.014
Emma,F,2884,1889,1.6169,5,11,1.0016
John,F,52,1889,0.0292,346,2,2.9763
William,F,46,1889,0.0258,357,3,2.7057
Mary,M,41,1889,0.0371,262,1,4.0454
James,F,26,1889,0.0146,492,5,1.7463
Anna,M,23,1889,0.0208,371,4,1.7598
Mary,F,12078,1890,6.3443,1,1,4.0189
John,M,8502,1890,7.6578,1,2,2.8394
William,M,7494,1890,6.7499,2,3,2.4977
Anna,F,5233,1890,2.7488,2,4,1.7429
James,M,5097,1890,4.5909,3,5,1.7021
George,M,4458,1890,4.0153,4,6,1.4914
Charles,M,4061,1890,3.6578,5,7,1.3573
Elizabeth,F,3112,1890,1.6347,3,8,1.0365
Margaret,F,3100,1890,1.6283,4,9,1.0335
Emma,F,2980,1890,1.5653,5,11,0.994
John,F,56,1890,0.0294,344,2,2.8394
Mary,M,35,1890,0.0315,293,1,4.0189
William,F,34,1890,0.0179,445,3,2.4977
James,F,33,1890,0.0173,452,5,1.7021
Anna,M,20,1890,0.018,405,4,1.7429
Mary,F,11704,1891,6.31,1,1,4.0963
John,M,7680,1891,7.5896,1,2,2.6944
William,M,6763,1891,6.6834,2,3,2.3766
Anna,F,5099,1891,2.7491,2,4,1.7839
James,M,4516,1891,4.4628,3,5,1.5861
George,M,3931,1891,3.8847,4,6,1.3793
Charles,M,3640,1891,3.5972,5,7,1.2799
Margaret,F,3065,1891,1.6525,3,8,1.0733
Elizabeth,F,3059,1891,1.6492,4,9,1.0692
Emma,F,2884,1891,1.5549,5,10,1.0106
William,F,50,1891,0.027,354,3,2.3766
John,F,44,1891,0.0237,379,2,2.6944
Mary,M,39,1891,0.0385,259,1,4.0963
James,F,31,1891,0.0167,464,5,1.5861
Anna,M,15,1891,0.0148,456,4,1.7839
Mary,F,13172,1892,6.2033,1,1,3.9543
John,M,9039,1892,7.4069,1,2,2.7194
William,M,7782,1892,6.3769,2,3,2.3405
Anna,F,5542,1892,2.61,2,4,1.6634
James,M,5398,1892,4.4233,3,5,1.6209
George,M,4760,1892,3.9005,4,6,1.4355
Charles,M,4319,1892,3.5391,5,7,1.3003
Elizabeth,F,3461,1892,1.6299,3,8,1.0375
Margaret,F,3435,1892,1.6177,4,9,1.0309
Ruth,F,3290,1892,1.5494,5,10,0.9875
John,F,54,1892,0.0254,363,2,2.7194
Mary,M,50,1892,0.041,251,1,3.9543
William,F,44,1892,0.0207,405,3,2.3405
James,F,22,1892,0.0104,605,5,1.6209
Anna,M,20,1892,0.0164,423,4,1.6634
Mary,F,12784,1893,6.0046,1,1,3.9478
John,M,8049,1893,7.1663,1,2,2.4937
William,M,7223,1893,6.4308,2,3,2.2308
Anna,F,5695,1893,2.6749,2,4,1.7563
James,M,5030,1893,4.4784,3,5,1.5537
George,M,4320,1893,3.8462,4,6,1.336
Charles,M,3723,1893,3.3147,5,7,1.1518
Ruth,F,3658,1893,1.7181,3,8,1.1285
Margaret,F,3565,1893,1.6745,4,9,1.1005
Elizabeth,F,3360,1893,1.5782,5,10,1.0368
John,F,61,1893,0.0287,343,2,2.4937
Mary,M,55,1893,0.049,232,1,3.9478
William,F,32,1893,0.015,486,3,2.2308
James,F,23,1893,0.0108,607,5,1.5537
Anna,M,17,1893,0.0151,449,4,1.7563
Mary,F,13151,1894,5.8994,1,1,3.8971
John,M,8237,1894,7.1151,1,2,2.4497
William,M,7274,1894,6.2833,2,3,2.1577
Anna,F,5565,1894,2.4964,2,4,1.649
James,M,5110,1894,4.414,3,5,1.5161
George,M,4365,1894,3.7705,4,6,1.2982
Charles,M,3788,1894,3.2721,5,7,1.1261
Margaret,F,3700,1894,1.6598,3,8,1.0969
Helen,F,3676,1894,1.649,4,9,1.0877
Elizabeth,F,3425,1894,1.5364,5,10,1.0142
John,F,60,1894,0.0269,362,2,2.4497
Mary,M,48,1894,0.0415,251,1,3.8971
William,F,34,1894,0.0153,493,3,2.1577
James,F,25,1894,0.0112,588,5,1.5161
Anna,M,20,1894,0.0173,421,4,1.649
Mary,F,13447,1895,5.7558,1,1,3.8442
John,M,8320,1895,7.0873,1,2,2.3876
William,M,7277,1895,6.1988,2,3,2.0845
Anna,F,5950,1895,2.5468,2,4,1.7002
James,M,5335,1895,4.5446,3,5,1.5295
George,M,4289,1895,3.6535,4,6,1.235
Helen,F,4023,1895,1.722,3,7,1.1509
Margaret,F,3931,1895,1.6826,4,8,1.1224
Charles,M,3633,1895,3.0947,5,9,1.0427
Elizabeth,F,3603,1895,1.5422,5,10,1.0313
John,F,61,1895,0.0261,360,2,2.3876
Mary,M,47,1895,0.04,261,1,3.8442
William,F,40,1895,0.0171,464,3,2.0845
James,F,34,1895,0.0146,506,5,1.5295
Anna,M,18,1895,0.0153,478,4,1.7002
Mary,F,13811,1896,5.8049,1,1,3.8793
John,M,8138,1896,6.8063,1,2,2.2905
William,M,7747,1896,6.4793,2,3,2.1794
Anna,F,5860,1896,2.463,2,4,1.644
James,M,5206,1896,4.3541,3,5,1.4641
Helen,F,4392,1896,1.846,3,6,1.2314
George,M,4286,1896,3.5846,4,7,1.2079
Margaret,F,4050,1896,1.7023,4,8,1.1352
Ruth,F,3905,1896,1.6413,5,9,1.0957
Charles,M,3639,1896,3.0435,5,10,1.0207
Mary,M,57,1896,0.0477,242,1,3.8793
John,F,50,1896,0.021,408,2,2.2905
William,F,44,1896,0.0185,439,3,2.1794
James,F,28,1896,0.0118,587,5,1.4641
Anna,M,17,1896,0.0142,502,4,1.644
Mary,F,13413,1897,5.7272,1,1,3.8841
John,M,7550,1897,6.6958,1,2,2.1893
William,M,7198,1897,6.3836,2,3,2.0838
Anna,F,5429,1897,2.3181,2,4,1.5702
James,M,5113,1897,4.5345,3,5,1.4823
Helen,F,4519,1897,1.9295,3,6,1.3071
Margaret,F,4146,1897,1.7703,4,7,1.1976
George,M,4078,1897,3.6166,4,8,1.1829
Ruth,F,3878,1897,1.6558,5,9,1.1235
Charles,M,3341,1897,2.963,5,12,0.9687
Mary,M,63,1897,0.0559,211,1,3.8841
John,F,46,1897,0.0196,433,2,2.1893
William,F,32,1897,0.0137,529,3,2.0838
James,F,30,1897,0.0128,543,5,1.4823
Anna,M,19,1897,0.0169,441,4,1.5702
Mary,F,14406,1898,5.5671,1,1,3.7897
John,M,8159,1898,6.6504,1,2,2.1533
William,M,7400,1898,6.0317,2,3,1.9507
Anna,F,5773,1898,2.2309,2,4,1.5215
James,M,5321,1898,4.3371,3,5,1.4025
Helen,F,5230,1898,2.0211,3,6,1.3755
George,M,4853,1898,3.9557,4,7,1.2856
Margaret,F,4696,1898,1.8147,4,8,1.2353
Ruth,F,4249,1898,1.642,5,9,1.1178
Charles,M,3557,1898,2.8993,5,12,0.9375
John,F,55,1898,0.0213,416,2,2.1533
Mary,M,50,1898,0.0408,251,1,3.7897
William,F,41,1898,0.0158,485,3,1.9507
Anna,M,31,1898,0.0253,346,4,1.5215
James,F,29,1898,0.0112,601,5,1.4025
Mary,F,13172,1899,5.6527,1,1,3.8976
John,M,6990,1899,6.5812,1,2,2.0723
William,M,6086,1899,5.7301,2,3,1.8008
Anna,F,5115,1899,2.1951,2,4,1.5146
Helen,F,5048,1899,2.1663,3,5,1.4928
James,M,4597,1899,4.3282,3,6,1.3631
Margaret,F,4249,1899,1.8234,4,7,1.2564
George,M,4018,1899,3.783,4,8,1.1942
Ruth,F,3912,1899,1.6788,5,9,1.1558
Charles,M,3147,1899,2.963,5,12,0.9345
Mary,M,50,1899,0.0471,236,1,3.8976
John,F,40,1899,0.0172,462,2,2.0723
William,F,23,1899,0.0099,663,3,1.8008
Anna,M,23,1899,0.0217,384,4,1.5146
Helen,M,16,1899,0.0151,491,5,1.4928
Mary,F,16705,1900,5.5723,1,1,3.7268
John,M,9828,1900,6.5314,1,2,2.193
William,M,8579,1900,5.7013,2,3,1.9151
James,M,7245,1900,4.8148,3,4,1.6182
Helen,F,6342,1900,2.1155,2,5,1.4125
Anna,F,6114,1900,2.0395,3,6,1.3634
George,M,5403,1900,3.5907,4,7,1.2086
Margaret,F,5304,1900,1.7693,4,8,1.1815
Ruth,F,4765,1900,1.5895,5,9,1.0618
Charles,M,4098,1900,2.7234,5,10,0.9164
Mary,M,75,1900,0.0498,232,1,3.7268
John,F,46,1900,0.0153,502,2,2.193
William,F,44,1900,0.0147,514,3,1.9151
James,F,41,1900,0.0137,526,4,1.6182
Helen,M,18,1900,0.012,591,5,1.4125
Mary,F,13136,1901,5.4883,1,1,3.8154
John,M,6900,1901,6.4809,1,2,2.0066
William,M,5990,1901,5.6262,2,3,1.7414
Helen,F,5247,1901,2.1922,2,4,1.5222
Anna,F,4923,1901,2.0569,3,5,1.4288
James,M,4735,1901,4.4474,3,6,1.3779
Margaret,F,4424,1901,1.8484,4,7,1.2854
Ruth,F,3974,1901,1.6604,5,8,1.1535
George,M,3609,1901,3.3898,4,9,1.0514
Charles,M,3049,1901,2.8638,5,14,0.8883
Mary,M,58,1901,0.0545,231,1,3.8154
John,F,39,1901,0.0163,485,2,2.0066
William,F,32,1901,0.0134,545,3,1.7414
Anna,M,18,1901,0.0169,454,5,1.4288
Helen,M,17,1901,0.016,478,4,1.5222
Mary,F,14486,1902,5.4856,1,1,3.7602
John,M,7907,1902,6.4463,1,2,2.0544
William,M,6617,1902,5.3946,2,3,1.7175
Helen,F,5967,1902,2.2596,2,4,1.5507
James,M,5592,1902,4.5589,3,5,1.4537
Anna,F,5288,1902,2.0025,3,6,1.3715
Margaret,F,5011,1902,1.8976,4,7,1.3014
Ruth,F,4384,1902,1.6601,5,8,1.138
George,M,4223,1902,3.4429,4,9,1.1002
Charles,M,3361,1902,2.7401,5,13,0.8755
Mary,M,56,1902,0.0457,249,1,3.7602
John,F,38,1902,0.0144,521,2,2.0544
James,F,30,1902,0.0114,607,5,1.4537
Helen,M,30,1902,0.0245,361,4,1.5507
William,F,25,1902,0.0095,687,3,1.7175
Mary,F,14275,1903,5.4491,1,1,3.7613
John,M,7608,1903,6.3809,1,2,2.0066
William,M,6311,1903,5.2931,2,3,1.6647
Helen,F,6129,1903,2.3396,2,4,1.6154
James,M,5479,1903,4.5953,3,5,1.4446
Anna,F,5098,1903,1.946,3,6,1.3421
Margaret,F,5045,1903,1.9258,4,7,1.3295
Ruth,F,4517,1903,1.7242,5,8,1.1884
George,M,3961,1903,3.3222,4,9,1.0462
Charles,M,3213,1903,2.6948,5,14,0.8478
Mary,M,63,1903,0.0528,230,1,3.7613
John,F,41,1903,0.0157,499,2,2.0066
William,F,35,1903,0.0134,557,3,1.6647
Helen,M,29,1903,0.0243,357,4,1.6154
James,F,28,1903,0.0107,636,5,1.4446
Mary,F,14961,1904,5.4332,1,1,3.7223
John,M,8108,1904,6.3283,1,2,2.0194
Helen,F,6488,1904,2.3562,2,3,1.6117
William,M,6416,1904,5.0077,2,4,1.5963
James,M,5855,1904,4.5699,3,5,1.4578
Anna,F,5330,1904,1.9356,3,6,1.325
Margaret,F,5302,1904,1.9255,4,7,1.319
Ruth,F,4900,1904,1.7795,5,8,1.2181
George,M,4219,1904,3.293,4,9,1.0521
Robert,M,3414,1904,2.6646,5,16,0.8494
Mary,M,58,1904,0.0453,252,1,3.7223
John,F,40,1904,0.0145,524,2,2.0194
James,F,27,1904,0.0098,675,5,1.4578
William,F,25,1904,0.0091,709,4,1.5963
Helen,M,15,1904,0.0117,597,3,1.6117
Mary,F,16067,1905,5.5096,1,1,3.8061
John,M,8059,1905,6.0912,1,2,1.9112
Helen,F,6811,1905,2.3356,2,3,1.6128
William,M,6495,1905,4.9091,2,4,1.5387
James,M,6042,1905,4.5667,3,5,1.4335
Margaret,F,5690,1905,1.9512,3,6,1.3453
Anna,F,5424,1905,1.86,4,7,1.2844
Ruth,F,5068,1905,1.7379,5,8,1.2002
George,M,4256,1905,3.2168,4,9,1.0115
Charles,M,3608,1905,2.727,5,14,0.8563
Mary,M,68,1905,0.0514,239,1,3.8061
John,F,43,1905,0.0147,521,2,1.9112
James,F,35,1905,0.012,590,5,1.4335
William,F,28,1905,0.0096,682,4,1.5387
Helen,M,26,1905,0.0197,426,3,1.6128
Mary,F,16370,1906,5.5436,1,1,3.8385
John,M,8264,1906,6.2063,1,2,1.9388
Helen,F,7176,1906,2.4301,2,3,1.6809
William,M,6566,1906,4.9311,2,4,1.539
Margaret,F,6096,1906,2.0644,3,5,1.4265
James,M,5908,1906,4.437,3,6,1.3876
Anna,F,5502,1906,1.8632,4,7,1.2872
Ruth,F,5140,1906,1.7406,5,8,1.2041
George,M,4201,1906,3.155,4,11,0.9875
Robert,M,3635,1906,2.7299,5,15,0.8521
Mary,M,76,1906,0.0571,225,1,3.8385
John,F,43,1906,0.0146,531,2,1.9388
William,F,28,1906,0.0095,706,4,1.539
Helen,M,26,1906,0.0195,433,3,1.6809
Margaret,M,16,1906,0.012,606,5,1.4265
Mary,F,17580,1907,5.5185,1,1,3.7925
John,M,8983,1907,6.1181,1,2,1.9442
Helen,F,7579,1907,2.3791,2,3,1.6328
William,M,6904,1907,4.7022,2,4,1.4897
Margaret,F,6713,1907,2.1073,3,6,1.4495
James,M,6707,1907,4.568,3,5,1.4508
Anna,F,5575,1907,1.75,4,7,1.2022
Ruth,F,5573,1907,1.7494,5,8,1.2007
George,M,4445,1907,3.0274,4,11,0.9646
Robert,M,4020,1907,2.7379,5,14,0.8685
Mary,M,70,1907,0.0477,252,1,3.7925
John,F,65,1907,0.0204,445,2,1.9442
James,F,45,1907,0.0141,540,5,1.4508
William,F,29,1907,0.0091,709,4,1.4897
Helen,M,20,1907,0.0136,548,3,1.6328
Mary,F,18665,1908,5.5831,1,1,3.8359
John,M,9343,1908,6.0536,1,2,1.9239
Helen,F,8439,1908,2.5243,2,3,1.7331
William,M,7529,1908,4.8783,2,4,1.55
James,M,7012,1908,4.5433,3,5,1.4415
Margaret,F,6976,1908,2.0867,3,6,1.4325
Ruth,F,6180,1908,1.8486,4,7,1.2688
Anna,F,5860,1908,1.7529,5,8,1.2013
George,M,4584,1908,2.9701,4,12,0.9465
Robert,M,4219,1908,2.7336,5,14,0.8687
Mary,M,79,1908,0.0512,236,1,3.8359
John,F,58,1908,0.0173,475,2,1.9239
William,F,45,1908,0.0135,562,4,1.55
James,F,32,1908,0.0096,684,5,1.4415
Helen,M,30,1908,0.0194,442,3,1.7331
Mary,F,19259,1909,5.5465,1,1,3.7829
John,M,9590,1909,5.8477,1,2,1.889
Helen,F,9250,1909,2.664,2,3,1.8164
William,M,7913,1909,4.8251,2,4,1.5547
James,M,7595,1909,4.6312,3,5,1.4958
Margaret,F,7358,1909,2.1191,3,6,1.4452
Ruth,F,6509,1909,1.8746,4,7,1.2765
Dorothy,F,6253,1909,1.8008,5,8,1.2282
George,M,4688,1909,2.8586,4,12,0.9243
Robert,M,4563,1909,2.7824,5,13,0.8975
Mary,M,80,1909,0.0488,248,1,3.7829
John,F,67,1909,0.0193,461,2,1.889
James,F,52,1909,0.015,525,5,1.4958
Helen,M,36,1909,0.022,412,3,1.8164
William,F,35,1909,0.0101,682,4,1.5547
Mary,F,22848,1910,5.7624,1,1,3.8846
John,M,11450,1910,5.8957,1,2,1.9532
Helen,F,10479,1910,2.6429,2,3,1.779
James,M,9194,1910,4.7341,2,4,1.5671
William,M,8844,1910,4.5539,3,5,1.5034
Margaret,F,8226,1910,2.0746,3,6,1.3978
Dorothy,F,7318,1910,1.8456,4,7,1.2429
Ruth,F,7212,1910,1.8189,5,8,1.2268
Robert,M,5609,1910,2.8881,4,12,0.9544
George,M,5441,1910,2.8016,5,13,0.9309
Mary,M,99,1910,0.051,238,1,3.8846
John,F,88,1910,0.0222,422,2,1.9532
James,F,63,1910,0.0159,518,4,1.5671
William,F,37,1910,0.0093,704,5,1.5034
Helen,M,30,1910,0.0154,517,3,1.779
Mary,F,24390,1911,5.8306,1,1,3.8008
John,M,13446,1911,5.9504,1,2,2.0975
Helen,F,11801,1911,2.8211,2,3,1.8388
William,M,10593,1911,4.6878,2,4,1.6519
James,M,9952,1911,4.4041,3,5,1.5554
Margaret,F,9279,1911,2.2182,3,6,1.4446
Dorothy,F,8869,1911,2.1202,4,7,1.3814
Ruth,F,8003,1911,1.9132,5,8,1.2467
George,M,6586,1911,2.9146,4,10,1.0301
Robert,M,6526,1911,2.888,5,11,1.019
Mary,M,98,1911,0.0434,262,1,3.8008
James,F,69,1911,0.0165,498,5,1.5554
John,F,68,1911,0.0163,505,2,2.0975
William,F,50,1911,0.012,609,4,1.6519
Helen,M,46,1911,0.0204,429,3,1.8388
Mary,F,32304,1912,5.788,1,1,3.2814
John,M,24588,1912,5.7189,1,2,2.4998
William,M,19626,1912,4.5648,2,3,1.9942
James,M,17644,1912,4.1038,3,4,1.7939
Helen,F,16133,1912,2.8906,2,5,1.6366
Robert,M,12836,1912,2.9855,4,6,1.3056
Dorothy,F,12645,1912,2.2656,3,7,1.284
Margaret,F,12536,1912,2.2461,4,8,1.2734
Joseph,M,12062,1912,2.8055,5,9,1.2252
Ruth,F,11280,1912,2.0211,5,11,1.146
Mary,M,118,1912,0.0274,350,1,3.2814
John,F,112,1912,0.0201,446,2,2.4998
James,F,81,1912,0.0145,545,4,1.7939
William,F,78,1912,0.014,554,3,1.9942
Helen,M,38,1912,0.0088,696,5,1.6366
Mary,F,36642,1913,5.867,1,1,3.2335
John,M,29329,1913,5.722,1,2,2.59
William,M,23538,1913,4.5922,2,3,2.0783
James,M,20832,1913,4.0643,3,4,1.8404
Helen,F,18888,1913,3.0243,2,5,1.6655
Robert,M,15684,1913,3.0599,4,6,1.3856
Dorothy,F,14674,1913,2.3496,3,7,1.2942
Margaret,F,14486,1913,2.3194,4,8,1.2773
Joseph,M,14471,1913,2.8233,5,9,1.276
Ruth,F,12609,1913,2.0189,5,12,1.1118
Mary,M,126,1913,0.0246,375,1,3.2335
John,F,122,1913,0.0195,449,2,2.59
James,F,95,1913,0.0152,524,4,1.8404
William,F,94,1913,0.0151,530,3,2.0783
Helen,M,51,1913,0.0099,623,5,1.6655
Mary,F,45346,1914,5.9542,1,1,3.2106
John,M,37947,1914,5.7955,1,2,2.6912
William,M,29753,1914,4.5441,2,3,2.1075
James,M,26262,1914,4.0109,3,4,1.8618
Helen,F,23221,1914,3.049,2,5,1.6433
Robert,M,21188,1914,3.236,4,6,1.5016
Joseph,M,18829,1914,2.8757,5,7,1.3343
Dorothy,F,18782,1914,2.4662,3,8,1.3289
Margaret,F,17763,1914,2.3324,4,9,1.2574
Ruth,F,15839,1914,2.0797,5,12,1.1215
John,F,169,1914,0.0222,408,2,2.6912
Mary,M,127,1914,0.0194,425,1,3.2106
James,F,107,1914,0.014,545,4,1.8618
William,F,97,1914,0.0127,576,3,2.1075
Helen,M,54,1914,0.0082,707,5,1.6433
Mary,F,58187,1915,5.9142,1,1,3.1841
John,M,47576,1915,5.6066,1,2,2.6073
William,M,38563,1915,4.5444,2,3,2.1115
James,M,33773,1915,3.98,3,4,1.8515
Helen,F,30866,1915,3.1373,2,5,1.6877
Robert,M,28737,1915,3.3865,4,6,1.5746
Dorothy,F,25154,1915,2.5567,3,7,1.3751
Margaret,F,23054,1915,2.3432,4,9,1.261
Joseph,M,23051,1915,2.7164,5,8,1.2617
Ruth,F,21878,1915,2.2237,5,12,1.1964
John,F,200,1915,0.0203,430,2,2.6073
Mary,M,159,1915,0.0187,430,1,3.1841
James,F,155,1915,0.0158,495,4,1.8515
William,F,129,1915,0.0131,569,3,2.1115
Helen,M,60,1915,0.0071,779,5,1.6877
Mary,F,61438,1916,5.883,1,1,3.1845
John,M,50043,1916,5.6223,1,2,2.5987
William,M,40418,1916,4.5409,2,3,2.0964
James,M,35568,1916,3.996,3,4,1.8473
Helen,F,32661,1916,3.1274,2,5,1.6927
Robert,M,31741,1916,3.5661,4,6,1.6472
Dorothy,F,27418,1916,2.6254,3,7,1.4211
Margaret,F,24953,1916,2.3894,4,8,1.2927
Joseph,M,23883,1916,2.6832,5,9,1.2386
Ruth,F,23189,1916,2.2205,5,12,1.2016
John,F,227,1916,0.0217,411,2,2.5987
James,F,166,1916,0.0159,508,4,1.8473
Mary,M,164,1916,0.0184,437,1,3.1845
William,F,136,1916,0.013,576,3,2.0964
Helen,M,83,1916,0.0093,643,5,1.6927
Mary,F,64280,1917,5.9449,1,1,3.2111
John,M,51852,1917,5.6027,1,2,2.5965
William,M,42422,1917,4.5838,2,3,2.1222
James,M,37338,1917,4.0344,3,4,1.8697
Robert,M,35220,1917,3.8056,4,5,1.7634
Helen,F,34251,1917,3.1677,2,6,1.7098
Dorothy,F,28852,1917,2.6684,3,7,1.4407
Margaret,F,25560,1917,2.3639,4,8,1.2766
